"title","company","location","link","description","category"
"Machine Learning Scientist II","Wayfair","Boston, Massachusetts","https://www.dice.com/job-detail/0878ca16-288f-465a-aa6e-80173ebb9214","Wayfair

Apply Now
Machine Learning Scientist II

Boston, Massachusetts

•

Today

The base pay for this position is $170,500 - $181,500 per year. The base pay offered may vary depending on location, job-related knowledge, skills, and experience. Restricted stock units will be provided as part of the compensation package. Candidates for this position are to be based, or plan to relocate to Boston or Seattle and will be expected to comply with their team's hybrid work schedule requirements. Our teams are onsite Tuesday-Thursday, and remote Monday and Friday. Who We Are: Wayfa

Full-time

USD 170,500.00 - 181,500.00 per year","Boston AI"
"Senior Speech Machine Learning Engineer, Siri","Apple, Inc.","Cambridge, Massachusetts","https://www.dice.com/job-detail/92eaf85d-7445-46c4-afe7-9e4c5d34260c","Apple, Inc.

Apply Now
Senior Speech Machine Learning Engineer, Siri

Cambridge, Massachusetts

•

Today

We are a group of engineers/researchers responsible for advancing Siri Conversational AI at Apple. Our mission is to build cutting-edge infrastructure, datasets, and models that empower Siri with powerful general capabilities across natural language understanding, dialog generation, speech recognition, and multi-modal interaction. We apply these technologies to create engaging, intelligent, and personalized conversational experiences for millions of Apple users! We believe that the most impactfu

Full-time

USD 162,500.00 - 286,400.00 per year","Boston AI"
"Machine Learning Intern (PhD)","Analog Devices, Inc.","Boston, Massachusetts","https://www.dice.com/job-detail/9644d998-ba75-449f-abf2-fe0a6dacfc95","Analog Devices, Inc.

Apply Now
Machine Learning Intern (PhD)

Boston, Massachusetts

•

Today

Are you a problem solver looking for a hands-on internship position with a market-leading company that will help develop your career and reward you intellectually and professionally? About Analog Devices Analog Devices, Inc. (NASDAQ: ADI ) is a global semiconductor leader that bridges the physical and digital worlds to enable breakthroughs at the Intelligent Edge. ADI combines analog, digital, and software technologies into solutions that help drive advancements in digitized factories, mobilit

Full-time

USD 22.00 - 41.00 per hour","Boston AI"
"Machine Learning Intern","Analog Devices, Inc.","Boston, Massachusetts","https://www.dice.com/job-detail/189c8f01-7d20-40dd-8fd6-452f844fbc43","Analog Devices, Inc.

Apply Now
Machine Learning Intern

Boston, Massachusetts

•

Today

Are you a problem solver looking for a hands-on internship position with a market-leading company that will help develop your career and reward you intellectually and professionally? About Analog Devices Analog Devices, Inc. (NASDAQ: ADI ) is a global semiconductor leader that bridges the physical and digital worlds to enable breakthroughs at the Intelligent Edge. ADI combines analog, digital, and software technologies into solutions that help drive advancements in digitized factories, mobilit

Full-time

USD 22.00 - 41.00 per hour","Boston AI"
"Machine Learning Engineer","Analog Devices, Inc.","Boston, Massachusetts","https://www.dice.com/job-detail/e6a60052-896c-4214-9bb2-9753a39c9c46","Analog Devices, Inc.

Apply Now
Machine Learning Engineer

Boston, Massachusetts

•

Today

About Analog Devices Analog Devices, Inc. (NASDAQ: ADI ) is a global semiconductor leader that bridges the physical and digital worlds to enable breakthroughs at the Intelligent Edge. ADI combines analog, digital, and software technologies into solutions that help drive advancements in digitized factories, mobility, and digital healthcare, combat climate change, and reliably connect humans and the world. With revenue of more than $9 billion in FY24 and approximately 24,000 people globally, ADI

Full-time","Boston AI"
"AIML - ML Engineer, Safety Human Evaluation","Apple, Inc.","Cambridge, Massachusetts","https://www.dice.com/job-detail/49af8c5a-c2d5-49ac-8bda-1cec36327cde","Apple, Inc.

Apply Now
AIML - ML Engineer, Safety Human Evaluation

Cambridge, Massachusetts

•

Today

Join Us in Shaping the Future of Generative AI at Apple! Would you like to play a part in building the next generation of generative AI applications at Apple? We are looking for Machine Learning Engineers to work on ambitious projects that will impact the future of Apple, our products, and the broader world. This role is directed at assessing, quantifying, and improving the safety and inclusivity of Apple's Generative-AI powered features and products. In this role you'll have the opportunity to

Full-time

USD 162,500.00 - 244,600.00 per year","Boston AI"
"Senior Applied Machine Learning Engineer, Frontier AI","Aduril Industries","Boston, Massachusetts","https://www.dice.com/job-detail/efe5b622-3d2f-4f8c-a703-74f066305ede","Aduril Industries

Apply Now
Senior Applied Machine Learning Engineer, Frontier AI

Boston, Massachusetts

•

Today

Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and c

Full-time

USD 168,000.00 - 252,000.00 per year","Boston AI"
"Senior AI/ML Engineer II","DigitalOcean","Boston, Massachusetts","https://www.dice.com/job-detail/12abe7ee-c758-4868-b663-cadb4c8803a0","DigitalOcean

Apply Now
Senior AI/ML Engineer II

Boston, Massachusetts

•

Today

Dive in and do the best work of your career at DigitalOcean. Journey alongside a strong community of top talent who are relentless in their drive to build the simplest scalable cloud. If you have a growth mindset, naturally like to think big and bold, and are energized by the fast-paced environment of a true industry disruptor, you'll find your place here. We value winning together-while learning, having fun, and making a profound difference for the dreamers and builders in the world. We're buil

Full-time

USD 146,600.00 - 183,300.00 per year","Boston AI"
"Senior/Principal Machine Learning Engineer, Generative AI","Autodesk Inc.","Boston, Massachusetts","https://www.dice.com/job-detail/a8d19f1b-8c3d-4a31-be4a-ac05b79ab914","Autodesk Inc.

Apply Now
Senior/Principal Machine Learning Engineer, Generative AI

Boston, Massachusetts

•

Today

Job Requisition ID # 25WD89883 Position Overview Autodesk is leading the transformation of the AEC industry, integrating AI technology into our products. We're enhancing our applications with cloud-native capabilities, including data at scale, edge computing, AI-based solutions, and advanced 3D modeling and graphics. This innovation is happening across our flagship products-AutoCAD, Revit, and Construction Cloud-and Forma, our new Industry Cloud. As a Machine Learning Engineer on the AEC Sol

Full-time

USD 166,600.00 - 269,500.00 per year","Boston AI"
"Data Science, AI, and Machine Learning Lead","Sanofi U.S.","Cambridge, Massachusetts","https://www.dice.com/job-detail/3dedef6e-68c8-4c0f-a8e6-b91663dac026","Sanofi U.S.

Apply Now
Data Science, AI, and Machine Learning Lead

Cambridge, Massachusetts

•

Today

Job Title: Data Science, AI, and Machine Learning Lead Location: Cambridge, MA - Hybrid (3 days a week onsite) About the Job Sanofi's mission is to chase the miracles of science to improve people's lives. Sanofi is a company that's on the rise. We are expanding in multiple directions, across borders and, most of all, in the way we think. At Sanofi, we're building a team of brilliant individuals to drive the success of a new healthcare business to transform healthcare for all. People are the m

Full-time

USD 148,125.00 - 213,958.33 per year","Boston AI"
"FM Research Scientist - Weather and Climate Risks / Machine Learning & AI","FM","Norwood, Massachusetts","https://www.dice.com/job-detail/dd1a6c25-d7a3-42a1-8373-a3bb7be9fb0c","FM

Apply Now
FM Research Scientist - Weather and Climate Risks / Machine Learning & AI

Norwood, Massachusetts

•

Today

Embark on a Cutting-Edge Journey in Climate Risk Research with FM! Location: Norwood, MA Are you ready to dive into the thrilling world of climate science and make a tangible impact on global resilience? Join our world-class research team, where exciting technical challenges await as we tackle the pressing issues of weather and climate risks. About FM: Established nearly two centuries ago, FM is a leading mutual insurance company whose capital, scientific research capability and engineering

Full-time","Boston AI"
"Principal Software Engineer - AI-ML","Dell Technologies","Hopkinton, Massachusetts","https://www.dice.com/job-detail/c182a4bf-7065-4e02-b056-db41c22fcb2e","Dell Technologies

Apply Now
Principal Software Engineer - AI-ML

Hopkinton, Massachusetts

•

Today

Principal Software Engineer - AI/ML The Software Engineering team delivers next-generation application enhancements and new products for a changing world. Working at the cutting edge, we design and develop software for platforms, peripherals, applications and diagnostics - all with the most advanced technologies, tools, software engineering methodologies and the collaboration of internal and external partners. Join us to do the best work of your career and make a profound social impact as a AI/

Full-time

USD 170,000.00 - 220,000.00 per year","Boston AI"
